"ACCOUNT_NAME"|"ACCOUNT_TYPE"|"ACCOUNT_DESCRIPTION"|"PARENT_ACCOUNT_ID"|"IS_INACTIVE"|"ACCOUNT_LEVEL"|"SUB_TYPE"|"IS_HEADER"|"ACCOUNT_BK"|"H_ACCOUNT_SID"|"H_PARENT_ACCOUNT_SID"|"WORKFLOW_PATH"|"WORKFLOW_NAME"|"WORKSPACE"|"SOURCE"|"LOAD_DATE_TIME"
"Agencies"|"Expense"|"Derived from QuickBooks account Agencies , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0320"|"6e5debb8e68ae309aba3336c8ee8861c545d1294"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Backpay"|"Expense"|"Derived from QuickBooks account Backpay (Backpay expense (not yet paid)), of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0330"|"7a38096f3f8c28666e445f082016aea5a042cc6a"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fringe Benefit Tax"|"Expense"|"Derived from QuickBooks account Fringe Benefit Tax , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0340"|"b479dfd5ab3dfd413512672a460149497238e53d"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff"|"Expense"|"Derived from QuickBooks account Staff , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0350"|"7949b171e51c90fd103af18aacbb479ea0818718"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff - Outsource"|"Expense"|"Derived from QuickBooks account Staff - Outsource , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0360"|"d8afd3b2b52693634de9a1fdfdd41920bba1f5f1"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Superannuation"|"Expense"|"Derived from QuickBooks account Superannuation , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|false|"6-0370"|"6c0989b1a44af9d20f2e48a1e5846144eff732a9"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cost Recovery"|"Expense"|"Derived from QuickBooks account Cost Recovery , of type Expense, with cash flow classification None"|"6-0290"|false|3|"Expense"|true|"6-0380"|"0d55fb9c1fee332f19e10bb25e45838be4913862"|"75390271a451f9d101b3e018e13b00710d5e5eb4"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cost Recovery- Staff Training"|"Expense"|"Derived from QuickBooks account Cost Recovery- Staff Training , of type Expense, with cash flow classification None"|"6-0380"|false|4|"Expense"|false|"6-0400"|"5b1f655e0b6209a3fde8d725112e75b0635cb686"|"0d55fb9c1fee332f19e10bb25e45838be4913862"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cost Recovery - Other"|"Expense"|"Derived from QuickBooks account Cost Recovery - Other , of type Expense, with cash flow classification None"|"6-0380"|false|4|"Expense"|false|"6-0410"|"0cb4a476e836ee0de887966abbd83cec32c8c229"|"0d55fb9c1fee332f19e10bb25e45838be4913862"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cost Recovery - WorkCover"|"Expense"|"Derived from QuickBooks account Cost Recovery - WorkCover , of type Expense, with cash flow classification None"|"6-0380"|false|4|"Expense"|false|"6-0420"|"4138660443322ae3d1a8384bb9b0f6a97e46e2a3"|"0d55fb9c1fee332f19e10bb25e45838be4913862"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Salary Overheads"|"Expense"|"Derived from QuickBooks account Salary Overheads , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0430"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Salary Overheads"|"Expense"|"Derived from QuickBooks account Salary Overheads , of type Expense, with cash flow classification None"|"6-0430"|true|3|"Expense"|false|"6-0440"|"62f49c3abd6ff70d57b5f91d1ef54782ce6578f7"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Annual Leave"|"Expense"|"Derived from QuickBooks account Annual Leave , of type Expense, with cash flow classification None"|"6-0430"|false|3|"Expense"|false|"6-0450"|"df666f900a90cd718d4808dd893b57b33f7fa657"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Long Service Leave"|"Expense"|"Derived from QuickBooks account Long Service Leave , of type Expense, with cash flow classification None"|"6-0430"|false|3|"Expense"|false|"6-0460"|"cfdfb054509cb43957223bd4d871ef0eda7fac52"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Occupational Health & Safety"|"Expense"|"Derived from QuickBooks account Occupational Health & Safety , of type Expense, with cash flow classification None"|"6-0430"|false|3|"Expense"|false|"6-0470"|"211df9cc727e3715fd17d3fb18f649953cffb6b3"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Recruitment Cost"|"Expense"|"Derived from QuickBooks account Recruitment Cost , of type Expense, with cash flow classification None"|"6-0430"|false|3|"Expense"|true|"6-0490"|"b0939c05a696c95869c0210f8f70ecc88c851e59"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Recruitment Cost-Other"|"Expense"|"Derived from QuickBooks account Recruitment Cost , of type Expense, with cash flow classification None"|"6-0490"|false|4|"Expense"|false|"6-0500"|"1d322fc7214ba68bb72d9786581a7dbd2a67ed90"|"b0939c05a696c95869c0210f8f70ecc88c851e59"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Recruitment Cost-Advertising"|"Expense"|"Derived from QuickBooks account Advertising , of type Expense, with cash flow classification None"|"6-0490"|false|4|"Expense"|false|"6-0510"|"744721862fff9305169869558782f7c7fa137220"|"b0939c05a696c95869c0210f8f70ecc88c851e59"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Workers' Compensation"|"Expense"|"Derived from QuickBooks account Workers' Compensation , of type Expense, with cash flow classification None"|"6-0430"|false|3|"Expense"|true|"6-0540"|"0840471958167db9ab0d27041939265cdb1c7145"|"fbfe3bfd7961263c0d4fad5a90ec09f6941832b2"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Medical Expenses"|"Expense"|"Derived from QuickBooks account Medical Expenses , of type Expense, with cash flow classification None"|"6-0540"|false|4|"Expense"|false|"6-0560"|"44b69afbaed043b0246ba3b94af692682c43aa22"|"0840471958167db9ab0d27041939265cdb1c7145"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Premiums"|"Expense"|"Derived from QuickBooks account Premiums , of type Expense, with cash flow classification None"|"6-0540"|false|4|"Expense"|false|"6-0570"|"847416e9b40553665fd02bf8d9b403f2b322eb24"|"0840471958167db9ab0d27041939265cdb1c7145"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff Related Costs"|"Expense"|""|"6-0000"|false|2|"Expense"|true|"6-0590"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff Related Costs"|"Expense"|"Derived from QuickBooks account Staff Related Costs , of type Expense, with cash flow classification None"|"6-0590"|true|3|"Expense"|false|"6-0600"|"0bab909a82130a2d65f56c4666ba3f348a196503"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Industrial Consultancy"|"Expense"|"Derived from QuickBooks account Industrial Consultancy , of type Expense, with cash flow classification None"|"6-0590"|false|3|"Expense"|false|"6-0610"|"d339ff5d914820c950a19e8db7c6e37ccf4db4b9"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff Related Costs-Other"|"Expense"|"Derived from QuickBooks account Other , of type Expense, with cash flow classification None"|"6-0590"|false|3|"Expense"|false|"6-0620"|"3cb2d4076a673f56035b5f4012cc5037ff942f6c"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Payroll Cost"|"Expense"|"Derived from QuickBooks account Payroll Cost , of type Expense, with cash flow classification None"|"6-0590"|false|3|"Expense"|false|"6-0630"|"cdff0c12f0b57a8212b93aabcd0b81e5d18bbfd7"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff Amenities"|"Expense"|"Derived from QuickBooks account Staff Amenities , of type Expense, with cash flow classification None"|"6-0590"|false|3|"Expense"|false|"6-0640"|"7438a5731f65d592a5c1db2ef16ea633438a16a4"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Staff Training"|"Expense"|"Derived from QuickBooks account Staff Training , of type Expense, with cash flow classification None"|"6-0590"|false|3|"Expense"|false|"6-0650"|"f32d259551353681a016cd819f6232339dabf058"|"9010ed42025c66af1175bd6ff3461a21cb1b0e21"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fleet Operating Expenses"|"Expense"|"Derived from QuickBooks account Fleet Operating Expenses , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0690"|"91735359bd324e1aedfc03d3b1e3450574953993"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cleaning"|"Expense"|"Derived from QuickBooks account Cleaning (Cleaning & Washing), of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0730"|"f2eb7a0f46ff8bac84ab28d04eb165b10c6051fe"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Depreciation"|"Expense"|"Derived from QuickBooks account Depreciation , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0740"|"7e37979aa59488ca7a7309769418df5cbf08c9cd"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fuel & Oil"|"Expense"|"Derived from QuickBooks account Fuel & Oil , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0750"|"e58c878086191876cca234e7e6f956fbf0211d49"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fleet-Insurance"|"Expense"|"Derived from QuickBooks account Insurance , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0760"|"0fd7fae3bb944c2dca701268c135d6e8b6c10ec1"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fleet-Other"|"Expense"|"Derived from QuickBooks account Other (Includes Driver Maintenance Supplies), of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0780"|"7fec54e4e229b37fce0cac24844e67735685ec19"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Registration"|"Expense"|"Derived from QuickBooks account Registration , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0790"|"0a00ab08c0fc8673df18361cfeb1fa0d69e67f2e"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fleet-Repairs & Maintenance"|"Expense"|"Derived from QuickBooks account Repairs & Maintenance , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0800"|"c79bf7ae7fed898d3a82e4b0798e106735a7be5a"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Tyres & Batteries"|"Expense"|"Derived from QuickBooks account Tyres & Batteries , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|false|"6-0820"|"1a12b815b6a1f01283ddc87ad958b491c74874ee"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Transport"|"Expense"|"Derived from QuickBooks account Transport , of type Expense, with cash flow classification None"|"6-0690"|false|3|"Expense"|true|"6-0830"|"e09308a2db2b8bdeb0cdc34470219d105c3879c8"|"91735359bd324e1aedfc03d3b1e3450574953993"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Transport"|"Expense"|"Derived from QuickBooks account Transport , of type Expense, with cash flow classification None"|"6-0830"|true|4|"Expense"|false|"6-0840"|"858b83d403e995d65ac85e2260a63d1e5a4eec64"|"e09308a2db2b8bdeb0cdc34470219d105c3879c8"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Rail Fares"|"Expense"|"Derived from QuickBooks account Rail Fares , of type Expense, with cash flow classification None"|"6-0830"|false|4|"Expense"|false|"6-0860"|"f43c187f41f5dc084ea49e4821bb3bfd5d496805"|"e09308a2db2b8bdeb0cdc34470219d105c3879c8"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Taxi Fares"|"Expense"|"Derived from QuickBooks account Taxi Fares , of type Expense, with cash flow classification None"|"6-0830"|false|4|"Expense"|false|"6-0870"|"98f5c9e7ebc172f47268739ac396e97e81d7daab"|"e09308a2db2b8bdeb0cdc34470219d105c3879c8"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Utilities"|"Expense"|"Derived from QuickBooks account Utilities , of type Expense, with cash flow classification None"|"6-0000"|false|2|"Expense"|true|"6-0890"|"84f97a6d715c2953cb284d7e6dcc3918682ea00f"|"884304fa6a62683ef096db8004a849721c219f46"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Utilities"|"Expense"|"Derived from QuickBooks account Utilities , of type Expense, with cash flow classification None"|"6-0890"|true|3|"Expense"|false|"6-0900"|"556761b652a78ed7d0eff88b9a0b2e68639daaa9"|"84f97a6d715c2953cb284d7e6dcc3918682ea00f"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Electricity & Gas"|"Expense"|"Derived from QuickBooks account Electricity & Gas , of type Expense, with cash flow classification None"|"6-0890"|false|3|"Expense"|false|"6-0910"|"1debefbb87d8a8678aee2f9618c1bf5fcb15a27d"|"84f97a6d715c2953cb284d7e6dcc3918682ea00f"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Rates"|"Expense"|"Derived from QuickBooks account Rates , of type Expense, with cash flow classification None"|"6-0890"|false|3|"Expense"|false|"6-0920"|"399966585de004efbf92679f98cfd60680feadcf"|"84f97a6d715c2953cb284d7e6dcc3918682ea00f"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Water"|"Expense"|"Derived from QuickBooks account Water , of type Expense, with cash flow classification None"|"6-0890"|false|3|"Expense"|false|"6-0930"|"2fde39168f12165c3eb495009c93bda7ac5097bf"|"84f97a6d715c2953cb284d7e6dcc3918682ea00f"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Income"|"OtherIncome"|""||false|1|"OtherIncome"|true|"8-0000"|"e529d44c68ef1e09716b9371e8614df635645252"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Araluen Foundation Grants"|"OtherIncome"|"Derived from QuickBooks account Araluen Foundation Grants , of type OtherIncome, with cash flow classification None"|"8-0000"|false|2|"OtherIncome"|false|"8-0020"|"851870a634be67d6cac7e7932f4e7f070931c6f3"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Donations and Grants"|"OtherIncome"|"Derived from QuickBooks account Donations and Grants , of type OtherIncome, with cash flow classification None"|"8-0000"|false|2|"OtherIncome"|false|"8-0025"|"7c005443f41f0c8e9d8be917526409bf2c4011b0"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Fundraising"|"OtherIncome"|"Derived from QuickBooks account Fundraising , of type OtherIncome, with cash flow classification None"|"8-0000"|false|2|"OtherIncome"|false|"8-0035"|"0b8569730453f97b06869b990f119f8eb4dfefc2"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Advance Grants"|"OtherIncome"|"Derived from QuickBooks account Advance Grants , of type OtherIncome, with cash flow classification None"|"8-0000"|true|2|"OtherIncome"|false|"8-0060"|"0b527757ac1dda47101e006fd480d1004cb1c296"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Grants Expended"|"OtherIncome"|"Derived from QuickBooks account Grants Expended , of type OtherIncome, with cash flow classification None"|"8-0000"|true|2|"OtherIncome"|false|"8-0100"|"8a48d1103d63f23dcdaddb1ed85ec1d878bc64fc"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Investment Income"|"OtherIncome"|"Derived from QuickBooks account Investment Income , of type OtherIncome, with cash flow classification None"|"8-0000"|false|2|"OtherIncome"|true|"8-0120"|"0fae5e56f0128749d79307802462ef5fb45dceb6"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Interest"|"OtherIncome"|"Derived from QuickBooks account Interest , of type OtherIncome, with cash flow classification None"|"8-0120"|false|3|"OtherIncome"|true|"8-0160"|"8a269757a93e4b6d142435ddfa39ddeb19c6c13c"|"0fae5e56f0128749d79307802462ef5fb45dceb6"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Interest"|"OtherIncome"|"Derived from QuickBooks account Interest , of type OtherIncome, with cash flow classification None"|"8-0160"|true|4|"OtherIncome"|false|"8-0180"|"15ea3f88f000cf540a3a190795abc0d01a0d46be"|"8a269757a93e4b6d142435ddfa39ddeb19c6c13c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cash Deposit Account"|"OtherIncome"|"Derived from QuickBooks account Cash Deposit Account , of type OtherIncome, with cash flow classification None"|"8-0160"|true|4|"OtherIncome"|false|"8-0200"|"eb5d557c61e2af4dd4900fefd005fd51d27b6e14"|"8a269757a93e4b6d142435ddfa39ddeb19c6c13c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Cheque Account"|"OtherIncome"|"Derived from QuickBooks account Cheque Account , of type OtherIncome, with cash flow classification None"|"8-0160"|false|4|"OtherIncome"|false|"8-0220"|"b63b268fe7cb78a9d34991f8149096d883ad837f"|"8a269757a93e4b6d142435ddfa39ddeb19c6c13c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Term Deposit"|"OtherIncome"|"Derived from QuickBooks account Term Deposit (Term Deposit), of type OtherIncome, with cash flow classification None"|"8-0160"|false|4|"OtherIncome"|false|"8-0240"|"f77e0911521b7531314bf09e02569376da16c15f"|"8a269757a93e4b6d142435ddfa39ddeb19c6c13c"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Sundry Income"|"OtherIncome"|"Derived from QuickBooks account Sundry Income , of type OtherIncome, with cash flow classification None"|"8-0000"|false|2|"OtherIncome"|true|"8-0280"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"e529d44c68ef1e09716b9371e8614df635645252"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Sundry Income"|"OtherIncome"|"Derived from QuickBooks account Sundry Income , of type OtherIncome, with cash flow classification None"|"8-0280"|true|3|"OtherIncome"|false|"8-0300"|"277e04637990a5e6824eaed0328f7c7445af837a"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Membership Fees"|"OtherIncome"|"Derived from QuickBooks account Membership Fees , of type OtherIncome, with cash flow classification None"|"8-0280"|false|3|"OtherIncome"|false|"8-0310"|"fbf475a93c486f802b8312b3f56bd04b4534cb58"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Community Bus Service"|"OtherIncome"|"Derived from QuickBooks account Community Bus Service , of type OtherIncome, with cash flow classification None"|"8-0280"|false|3|"OtherIncome"|false|"8-0320"|"e8c3312ebd00cc886b846a933383c7e7778427ff"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Sundry Income-Other"|"OtherIncome"|"Derived from QuickBooks account Other Sundry Income , of type OtherIncome, with cash flow classification None"|"8-0280"|false|3|"OtherIncome"|false|"8-0340"|"5d2aaa8f0d13b504dd5c657dc65a8f106be12250"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Sale of Assets"|"OtherIncome"|"Derived from QuickBooks account Sale of Assets , of type OtherIncome, with cash flow classification None"|"8-0280"|false|3|"OtherIncome"|false|"8-0380"|"efe3a15e25fe9f8ed36b255fa2930771470a4bda"|"fa802db0918c26415ee60a4e42becd811ff85a9e"|"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
"Other Expenses"|"OtherExpense"|""||false|1|"OtherExpense"|true|"9-0000"|"9c20e2913de3958a025af3edb67ddd4b472ffd48"||"/Source_Systems/Finance/MYOB/accounts"|"accounts"|"D:\BI_and_Data_Analytics\Workflows"|"MYOB"|"2018-08-02 16:21:38.0"
